149872823,journal of ethnic and migration studies,1369-183X
150891138,bulletin of geosciences,1214-1119
154775064,agricultural economics,0169-5150
155225502,international journal for numerical methods in fluids,0271-2091
159931191,nederlands archief voor kerkgeschiedenis,
162381632,studi storici,0039-3037
165997068,chinese journal of catalysis,0253-9837
167982310,african health sciences,1680-6905
168252155,neonatology,1661-7800
170546617,comptes rendus palevol,1631-0683
172056223,electronic networking research applications and policy,1051-4805
178202027,international journal of services and operations management,1744-2370
178711970,journal of biomolecular structure & dynamics,0739-1102
183576461,journal of cinema and media studies,0009-7101
187497233,anales de psicologia,0212-9728
189810516,probabilistic engineering mechanics,0266-8920
190377370,pharmacogenomics,1462-2416
190477574,applied occupational and environmental hygiene,1047-322X
197240174,rocks & minerals,
200906791,security studies,0963-6412
203428546,law and critique,0957-8536
968464577,russkaia literatura,0131-6095
969292931,ultimate reality and meaning,0709-549X
979620639,anales de quimica,1130-2283
986433453,acp applied cardiopulmonary pathophysiology,
995531336,sycamore review,1043-1497
999906910,glotta zeitschrift fur griechische und lateinische sprache,
1005148073,socialist studies,1717-2616
1014636573,renascence essays on values in literature,
2485448675,interface focus,2042-8898
2499417885,minerva cardioangiologica,0026-4725
2506315973,nonlinear analysis modelling and control,1392-5113
2595780900,arxiv strongly correlated electrons,
2734885300,journal of law and courts,
2736485139,south african journal of child health,1994-3032
2736522735,geodinamika i tektonofizika,2078-502X
2736574670,language and literature european landmarks of identity,
2736722918,moussons,1620-3224
2737018722,geriatric care,2465-1109
2737140681,turk kutuphaneciligi,1300-0039
2737685810,historelo revista de historia regional y local,2145-132X
2738117349,mobile culture studies the journal,2413-9181
2738338074,acao midiatica estudos em comunicacao sociedade e cultura,2238-0701
2738564610,derema (development research of management) jurnal manajemen,1907-0853
2738755217,journal of birjand university of medical sciences,1607-2197
2738875203,cancers of the head & neck,2059-7347
2739106633,current chemistry letters,1927-730X
2739448144,oeno one,2494-1271
2754115276,hospital & health services administration,8750-3735
2754597384,advances in biochemical psychopharmacology,0065-2229
2754707845,nederlands tijdschrift voor de psychologie en haar grensgebieden,0028-2235
2754954786,hospital material management,
2755058073,lebensversicherungs medizin,0024-0044
2755309338,archives of pediatrics,0096-6630
2755564672,chirurgia (bucharest romania),
2756066850,the journal of the tennessee state medical association,
2764355095,the british tax review,0007-1870
2764359375,clinical and experimental emergency medicine,2383-4625
2764372090,food processing,0264-9462
2764374187,digital technology and application,
2764394213,world journal of critical care medicine,2220-3141
2764417060,china oncology,1007-3639
2764425615,africana research bulletin,0259-9651
2764441836,the camping magazine,0740-4131
2764441948,journal of issues in intercollegiate athletics,
2764444940,brooklyn journal of international law,0740-4824
2764449470,current research,
2764452845,computer programming skills & maintenance,
2764455197,world journal of nephrology,2220-6124
2764458104,advances in inequalities and applications,2050-7461
2764469136,the transactions of the institute of electrical engineers of japan b a publication of power and energy society,
2764471493,journal of zhangjiakou teachers college,
2764485802,journal of the medical society of toho university,0040-8670
2764493526,the apwa reporter,
2764494202,journal of basic and clinical reproductive sciences,2278-960X
2764495793,fibre diffraction review,1463-8401
2764499109,fleet owner,1070-194X
2764502915,the matyc journal,
2764507058,technical report of ieice multimedia and virtual environment,
2764569176,agricultural information bulletins,
2764580328,the nishinihon jourrnal of dermatology,
2764590434,euroasian journal of hepato gastroenterology,2231-5047
2764595184,trends in hearing,2331-2165
2764604795,journal of modern processes in manufacturing and production,2345-5993
2764610105,nomadas critical journal of social and juridical sciences,1578-6730
2764610878,light & medium truck,1091-9651
2764623230,plant morphology,0918-9726
2764628399,journal materials,
2764629928,the journal of japan institute for interconnecting and packaging electronic circuits,1341-0571
2764631787,human ethology bulletin,2224-4468
2764648902,medical instrumentation,0090-6689
2764649997,chinese health service management,
2764663401,journal of the society for psychical research,
2764699304,natural resources and sustainable development,2066-6276
2764707928,drilling & production technology,
2764762524,journal of australian naval history the,
2764766780,journal of green engineering,1904-4720
2764770127,journal of speech communication,1598-9542
2764770617,quarterly journal of pharmacy and pharmacology,0370-2979
2764792111,european journal of law and technology,2042-115X
2764805623,japanese journal of human geography,
2764821633,journal of precious metallic geology,
2764859391,international journal for mathematics teaching and learning,
2764859594,marketing computers archive,
2764880551,asahi journal,0571-2378
2764884515,journal of molecular and genetic medicine,1747-0862
2764896841,moj anatomy & physiology,2471-139X
2764897442,pediatrician,0300-1245
2764901508,quarterly journal of the florida academy of sciences,
2764915458,journal of hematology and thromboembolic diseases,
2764917262,advances in automotive control,
2764936778,the naturalist,0028-0771
2764942693,systems supporting production engineering,2391-9361
2764946807,journal of harbin institute of physical education,
2764947115,the journal of the north carolina dental society,0029-2443
2764952990,marquette intellectual property law review,1092-5899
2764974745,advanced education,2410-8286
2764995015,journal of the korean institute of resources recycling,1225-8326
2765006805,world academy of science engineering and technology international journal of pharmacological and pharmaceutical sciences,
2765008603,asian journal of agriculture and development,1656-4383
2765009556,usm r&d journal,2362-9231
2765018421,journal of huanggang normal university,
2765019007,petrochemical industry technology,
2765062301,polish food,1232-9541
2765063129,special casting & nonferrous alloys,1001-2249
2765064437,scientific journal of ilam university of medical sciences,
2765076778,international open and distance learning journal,
2765078809,pain review,
2898343181,wine economics and policy,2212-9774
2898418785,revista espanola de podologia,0210-1238
2898472452,la revue de medecine legale,1878-6529
2911951769,the korean journal of food and nutrition,1225-4339
3012608218,chinese journal of applied clinical pediatrics,2095-428X
251001,geologiya i geofizika,0016-7886
4162551,international journal of gender and entrepreneurship,1756-6266
4607912,journal of vibroengineering,1392-8716
5027178,indian journal of surgery,0973-9793
5363645,frontiers of materials science in china,1673-7377
6195976,journal of computational and theoretical nanoscience,1546-1955
8097788,waves in random and complex media,1745-5030
14586973,journal of analytical psychology,0021-8774
18942856,cognitive affective & behavioral neuroscience,1530-7026
22705086,oemagazine,
24112332,pakistan journal of pharmaceutical sciences,1011-601X
24414141,the journal of continuing higher education,
24435420,disability & society,0968-7599
24701761,macromolecular materials and engineering,1438-7492
25774322,juristische rundschau,0022-6920
26070724,indian journal of orthopaedics,0019-5413
27502815,asian journal of criminology,1871-0131
27861859,physical therapy in sport,1466-853X
28703636,journal of corporate accounting & finance,1044-8136
30435792,group analysis,0533-3164
31345238,current gene therapy,1566-5232
35871717,cytokines cellular & molecular therapy,1368-4736
45168752,ecletica quimica,0100-4670
47589544,southern literary journal,0038-4291
